"ORDEPREC,N,6,0","GRARARTI,C,10","CODILIST,C,1","ANTEPREC,N,19,6","FEANPREC,D","ACTUPREC,N,19,6","FEACPREC,D","CODIMONE,C,1","CAANPREC,N,10,0","CANTPREC,N,10,0"
433422,633477,P,,,"62497,684",08/04/2026,,,1
433424,633478,P,,,"135672,9616",08/04/2026,,,1
433426,633479,P,,,"142749,808",08/04/2026,,,1
433428,633480,P,,,"27762,498688",08/04/2026,,,1
433430,633481,P,,,"31924,003708",08/04/2026,,,1
433432,633482,P,,,"20150,002312",08/04/2026,,,1
433434,633483,P,,,"14723,805688",08/04/2026,,,1
433436,633484,P,,,"16782,231412",08/04/2026,,,1
433438,633485,P,,,"17917,002232",08/04/2026,,,1
433440,633486,P,,,"23452,65208",08/04/2026,,,1
433442,633487,P,,,"17612,496376",08/04/2026,,,1
433444,633488,P,,,"28231,29154",08/04/2026,,,1
433447,633490,P,,,"72026,3512",08/04/2026,,,1
433449,633491,P,,,"228275,75",08/04/2026,,,1
433451,633492,P,,,"317593,72",08/04/2026,,,1
433453,633493,P,,,"37912,501",08/04/2026,,,1
433455,633494,P,,,"11383,9714",08/04/2026,,,1
433457,633495,P,,,"12156,873616",08/04/2026,,,1
433459,633496,P,,,"11370,25492",08/04/2026,,,1
433461,633497,P,,,"12968,878516",08/04/2026,,,1
433463,633498,P,,,"14415,249184",08/04/2026,,,1
433465,633499,P,,,"23575,628896",08/04/2026,,,1
433467,633500,P,,,"14932,9",08/04/2026,,,1
433469,633501,P,,,"31468,509412",08/04/2026,,,1
433471,633502,P,,,"27250,13458",08/04/2026,,,1
433473,633503,P,,,"24952,62418",08/04/2026,,,1
433475,633504,P,,,"87060,642016",08/04/2026,,,1
433477,633505,P,,,"121446,4",08/04/2026,,,1
433479,633506,P,,,"112991,476",08/04/2026,,,1
433481,633507,P,,,283258,08/04/2026,,,1
433483,633508,P,,,"157880,8",08/04/2026,,,1
