"ORDEARTI,N,6,0","CODIARTI,C,10","CODIGRAR,C,4","DESCARTI,C,70","UNMEARTI,C,3","ENVAARTI,C,5","UNENARTI,N,5,0","CODIIMP1,C,2","CODIIMP2,C,2","CODIDECA,C,2","CODIDEOP,C,2","ISTKARTI,C,1","IMOVARTI,C,1","CODIESPE,C,2","DECAARTI,N,5,2","REFIARTI,N,6,2","FLETARTI,N,6,2","MARGARTI,N,6,2","COEFARTI,N,8,4","POR1DEOP,N,5,2","POR2DEOP,N,5,2","POR3DEOP,N,5,2","POR4DEOP,N,5,2","POR5DEOP,N,5,2","POR6DEOP,N,5,2","POR7DEOP,N,5,2","CODIPROV,C,3","NUMEMODE,C,10","NPROARTI,C,15","CODIIMP3,C,2","FRANARTI,C,1","PREFARTI,C,4","BASIARTI,C,8","SUF1ARTI,C,2","SUF2ARTI,C,3","PARTARTI,C,22","BAINARTI,C,8","TIPOARTI,C,1","RECAARTI,N,8,2","COMIARTI,N,5,2","NUMECUEN,C,6","ACTIARTI,C,1","PROVARTI,C,5","FEACARTI,D","OBSOARTI,C,1","COB1ARTI,C,30","COB2ARTI,C,30","COBAARTI,C,30","EMERARTI,C,40","HORAARTI,C,6","ULMOARTI,D","CODIMARC,C,3","FEBAARTI,D","SIREARTI,C,1","REEMARTI,C,21","NUMELIST,C,2","CLASARTI,C,3","GRUPARTI,C,1","INDIARTI,L","CODIDESE,C,4","PRECARTI,N,15,2","COPRARTI,C,20","FEALARTI,D","CODIDESC,C,2","MODEARTI,C,12","MARCARTI,C,10","ORIGARTI,C,10","DESPARTI,C,20","FEDEARTI,D","COPRATI,C,10","CODICATE,C,4","IMAGARTI,C,120","LOTEARTI,C,1"
3067,19087,19,ELEC.E316LINOX.PTA.CELESTE 3.25 MM,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,S.INOX.316L,,15:00:,05/06/2016,009,,,,,,,F,,0,,,,,,,,,,,,
3,19150,19,ALAM.P/SOLD.MIGMAG .6MM XKG-ROL.5KG,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,70 S-6,,11:04:,06/06/2016,009,,,,,,,F,,0,,,,,,,,,,,,
5199,19152,,"ALAMBRE MIG MAG 0,8mm x KG (5KG)",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,SIDERAL 70 S-6,,11:04:,06/06/2016,009,,,,,,,F,,0,,12/04/2012,,,,,,,,,,
5330,19153,,"ALAMBRE MIG MAG 0,8mm X KG (15KG)",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,,,11:04:,06/06/2016,009,,,,,,,F,,0,,14/10/2014,,,,,,,,,,
3069,19155,19,ALAM.P/SOLD.MIGMAG.09MM XKG-ROL18KG,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,70 S-6,,11:04:,06/06/2016,009,,,,,,,F,,0,,,,,,,,,,,,
3,19156,19,"ALAM.P/SOLD.MIGMAG1,2 MMXKG-ROL18KG",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,70 S-6,,11:05:,06/06/2016,009,,,,,,,F,,0,,,,,,,,,,,,
3,19157,19,"ALAM.P/SOLD.MIGMAG 1,6MMXKG-ROL18KG",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,026,,,,,,,,,,,,0,0,,A,026,,,,,70 S-6,,11:05:,06/06/2016,009,,,,,,,F,,0,,,,,,,,,,,,
1591,2000000000,20,EXPOSITOR DE PISO 600 X 1800,1,1,1,00,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1592,2000000001,20,EXHIBIDOR DE PARED 6000X 850MM,1,,1,00,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,09:33:,16/05/2017,,,,,,,,F,,0,,,,,,,,,,,,
1554,200003,20,LLANA ACERO LISA 12x24 C/ANAT. MOMF,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1555,200004,20,LLANA ACERO DENT. 12x24 C/ANAT.MOMF,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1550,200005,20,LLANA ACERO LISA 12x25 C/MAD.MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1551,200006,20,LLANA ACERO DENT.12x24 C/MAD. MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1552,200007,20,LLANA ACERO LISA 12x30 C/MAD. MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1553,200008,20,LLANA ACERO DENT. 12x30 C/MAD. MOMF,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1538,200010,20,"NIVEL DE MADERA 10"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1539,200012,20,"NIVEL DE MADERA 12"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1540,200014,20,"NIVEL DE MADERA 14"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1562,200015,20,LLANA YESO LISA 12x31 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1541,200016,20,"NIVEL DE MADERA 16"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
3,20002,20,ELECTRODO LEAR 13 (AS R-143) 2.00MM,1,12,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,,,,,,,,,0,0,,A,125,,,,,71E30013,,14:17:,26/10/2016,003,,,,,,,F,,0,,14/09/2015,,,,,,,,,,
1542,200020,20,"NIVEL DE MADERA 20"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1563,200030,20,LLANA REJUNTE LISA 9.7x24.8 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1564,200031,20,LLANA REJUNTE LISA 11.7x28.7 MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
0,20004,,ELECTRODO LEAR 13 (AS R-143) 2.50MM,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,A,,,,,,20004,,,0,0,,A,125,,,,,,,16:47:,26/05/2021,003,,,,,,,F,,0,71E30027,26/10/2016,,,,,,,,,,
0,20006,,ELECTRODO LEAR 11/2.50 MM X 350MM,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,A,,,,,,20006,,,0,0,,A,125,,,,,,,14:03:,05/04/2021,,,,,,,,F,,0,LEAR11-332,14/09/2017,,,,,,,,,,
6840,20007,,ELECTRODO LEAR 11/3.25MM X 350MM,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,A,,,,,,,,,0,0,,A,125,,,,,,,11:48:,12/11/2017,003,,,,,,,F,,0,LEAR11-180,12/11/2017,,,,,,,,,,
6262,20012,,ELECTRODO EASYARC 6013 / 2.00 MM,1,1,20,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,,,,,,,,,0,0,,A,125,,,,,,,12:58:,22/06/2016,003,,,,,,,F,,0,,22/06/2016,,,,,,,,,,
6202,20014,20,ELECTRODO EASYARC 6013 / 2.60 MM,1,20,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,,,,,,,,,0,0,,A,125,,,,,CC010214,,14:53:,05/06/2016,003,,,,,,,F,,0,,14/09/2015,,,,,,,,,,
6203,20016,20,ELECTRODO EASYARC 6013 / 3.20 MM,1,20,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,,,,,,,,,0,0,,A,125,,,,,CC010202,,14:53:,05/06/2016,003,,,,,,,F,,0,,14/09/2015,,,,,,,,,,
6204,20018,20,ELECTRODO EASYARC 6013 / 4.00 MM,1,20,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,125,,,,,,,,,,,,0,0,,A,125,,,,,CC010203,,14:53:,05/06/2016,003,,,,,,,F,,0,,14/09/2015,,,,,,,,,,
1586,200225,20,MARTILLO ACERO PULIDO 25cm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1579,200302,20,"CUCHARA ALBA¥IL 8"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1587,200327,20,MARTILLO ACERO PULIDO 27cm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1588,200439,20,MARTILLO ACERO S/PULIR 25cm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1589,200441,20,MARTILLO ACERO S/PULIR 27cm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1576,201001,20,METRO MAD.AMAR.EUROPEO 1m MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1577,201003,20,METRO MAD. AMAR.EUROPEO 2m MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1556,201012,20,LLANA MADERA LISA 12x20 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1557,201014,20,LLANA MADERA LISA 14x24 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1559,201016,20,LLANA MADERA LISA 16x26 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1560,201018,20,LLANA MADERA LISA 18x28 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1561,201020,20,LLANA MADERA LISA 20x30 MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1558,202014,20,LLANA MADERA C/FIELTRO 14x24 MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1571,203004,20,ESPATULA M/PLAST. LISA 40mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1572,203006,20,ESPATULA M/PLAST. LISA 60mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1578,203007,20,"CUCHARA ALBA¥ILC/RED.7"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1573,203008,20,ESPATULA M/PLAST. LISA 80mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1574,203010,20,ESPATULA M/PLAST. LISA 100mm. MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1575,203012,20,ESPATULA M/PLAST. LISA 120mm MOMF.,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1565,203104,20,ESPATULA M/MAD. LISA 40mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1566,203106,20,ESPATULA M/MAD. LISA 60mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1567,203108,20,ESPATULA M/MAD. LISA 80mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1568,203110,20,ESPATULA M/MAD. LISA 100mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1569,203112,20,ESPATULA M/MAD. LISA 120mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1570,203210,20,ESPATULA M/MAD. DENT. 100mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1583,205001,20,MARTILLO GOMA NEGRO 50mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1581,205002,20,MARTILLO GOMA BLANCO 50mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1584,205003,20,MARTILLO GOMA NEGRO 60mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1585,205004,20,MARTILLO GOMA NEGRO 80mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1582,205005,20,MARTILLO GOMA NEGRO 40mm MOMFORT,1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
6613,20502,,ELECTRODOS GLADIATOR 6013/2.0mm,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,,,,,,,,,,0,0,,,021,,,,,,,08:57:,06/08/2017,002,,,,,,,F,,0,GLI3805.1,06/08/2017,,,,,,,,,,
6354,20504,,ELEC GLADIA 6013 2.5MMX3 MM ER8250,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,,,,,,,,,,0,0,,A,021,,,,,,,11:31:,11/01/2017,002,,,,,,,F,,0,GLI3810,11/01/2017,,,,,,,,,,
6355,20506,,ELEC GLADIA 6013 3.2MMX350MM ER8320,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,,,,,,,,,,0,0,,A,021,,,,,,,11:38:,11/01/2017,002,,,,,,,F,,0,GLI3820,11/01/2017,,,,,,,,,,
3,20508,,ELEC GLADIA 6013 4MMX400MM ER8400,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,,,,,,,,,,0,0,,A,021,,,,,,,11:41:,11/01/2017,002,,,,,,,F,,0,GLI3830,11/01/2017,,,,,,,,,,
8037,20512,,ALAMBRE FLUX 0.6MM X 1KG A8/06/1 GL,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,A,,,,,,,,,0,0,,A,021,,,,,,,10:00:,18/09/2019,002,,,,,,,F,,0,A8/06/1,18/09/2019,,,,,,,,,,
0,20513,,ALAMBRE FLUX 0.8MM X 1KG A8/08/1 GL,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,I,,,,,,20513,,,0,0,,I,021,,,,,,,12:24:,22/08/2022,002,,,,,,,F,,0,A8/08/1,18/09/2019,,,,,,,,,,
0,20514,,ALAMBRE FLUX 0.8MM X 5K A08/08/5 GL,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,A,,,,,,7799046008684,,,0,0,,A,021,,,,,,,17:13:,21/07/2022,002,,,,,,,F,,0,A8/08/5,18/09/2019,,,,,,,,,,
0,20515,,ALAMBRE FLUX 0.9MM X 5KG A8/09/5 GL,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,A,,,,,,7799046013947,,,0,0,,A,021,,,,,,,16:09:,27/06/2022,002,,,,,,,F,,0,A8/09/5,18/09/2019,,,,,,,,,,
8040,20516,,ALAMBRE FLUX 1.0MM X 5KG A8/10/5 GL,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,A,,,,,,,,,0,0,,A,021,,,,,,,10:02:,18/09/2019,002,,,,,,,F,,0,A8/10/5,18/09/2019,,,,,,,,,,
8237,20518,,ALAM.MIG AM80508 0.8MM X KG. R.5KGS,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,A,,,,,,,,,0,0,,A,021,,,,,,,15:21:,05/08/2020,002,,,,,,,F,,0,AM80508,05/08/2020,,,,,,,,,,
0,20520,20,"ALAMBRE MIG 0,6mm-5KG AM80506/7 GLA",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,053,,,A,,,,,,7799129002486,,,0,0,,A,053,,,,,,,16:09:,27/06/2022,002,,,,,,,F,,0,AM80506/7,22/06/2022,,,,,,,,,,
0,20522,20,"ALAMBRE MIG 0,9mm-5KG AM80509/7 GLA",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,053,,,A,,,,,,7799046013961,,,0,0,,A,053,,,,,,,16:10:,27/06/2022,002,,,,,,,F,,0,AM80509/7,22/06/2022,,,,,,,,,,
0,20524,20,"ALAMBRE MIG 1,2mm-15KG AM81512/7 GL",1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,053,,,A,,,,,,7799129002516,,,0,0,,A,053,,,,,,,16:08:,27/06/2022,002,,,,,,,F,,0,AM81512/7,22/06/2022,,,,,,,,,,
6357,20655,,ALAM MIG GLA ER70S-6 0.9MM AM90509/,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,021,,,,,,,,,,,,0,0,,A,021,,,,,,,11:44:,11/01/2017,002,,,,,,,F,,0,GLI3860,11/01/2017,,,,,,,,,,
1543,208012,20,"NIVEL ALUMINIO PINT. 12"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1544,208014,20,"NIVEL ALUMINIO PINT. 14"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1545,208016,20,"NIVEL ALUMINIO PINT. 16"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1546,208018,20,"NIVEL ALUMINIO PINT. 18"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1547,208020,20,"NIVEL ALUMINIO PINT. 20"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
1548,208024,20,"NIVEL ALUMINIO PINT. 24"" MOMFORT",1,,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,,A,,,,,,,,,,,,,,,,,F,,0,,,,,,,,,,,,
3,21009,21,TM SICALIMIT UNI.10A 782110,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782110,,16:45:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4523,21010,21,LLAVE T.TM SICALIMIT Uni.15A 782115,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782115,,16:45:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4524,21011,21,LLAVE T.TM SICALIMIT Uni.20A 782120,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782120,,16:45:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4525,21012,21,LLAVE T.TM SICALIMIT Uni.25A 782125,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782125,,16:46:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4526,21013,21,LLAVE T.TM SICALIMIT Uni.32A 782132,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782132,,16:46:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4527,21014,21,LLAVE T.TM SICALIMIT Uni.40A 782140,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782140,,16:46:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4528,21015,21,LLAVE T.TM SICALIMIT Uni.50A 782150,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782150,,16:46:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4529,21016,21,LLAVE T.TM SICALIMIT Uni.63A 782163,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782163,,16:46:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
5304,21029,,LLAVE TERMICA TM SICALIMIT BIP 10A,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,,782210,16:46:,05/06/2016,006,,,,,,,F,,0,,18/12/2013,,,,,,,,,,
4530,21030,21,LLAVE T.TM SICALIMIT Bip.15A 782215,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782215,,16:47:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4531,21031,21,LLAVE T.TM SICALIMIT Bip.20A 782220,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782220,,16:47:,05/06/2016,006,,,,,,,F,,0,.,,,,,,,,,,,
4532,21032,21,LLAVE T.TM SICALIMIT Bip.25A 782225,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782225,,16:47:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4533,21033,21,LLAVE T.TM SICALIMIT Bip.32A 782232,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782232,,16:47:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4534,21034,21,LLAVE T.TM SICALIMIT Bip.40A 782240,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782240,,16:47:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
4535,21035,21,LLAVE T.TM SICALIMIT Bip.50A 782250,1,1,1,01,,,,S,A,,0,0,0,0,0,0,0,0,0,0,0,0,078,,,,,,,,,,,,0,0,,A,078,,,,,782250,,16:47:,05/06/2016,006,,,,,,,F,,0,,,,,,,,,,,,
